,title,affiliations
909,BEDAA: Bayesian Enhanced DeBERTa for Uncertainty-Aware Authorship Attribution,"['Imperial College London', 'Mohamed bin Zayed University of Artificial Intelligence and The University of Manchester', 'University of Manchester']"
910,Benchmarking the Benchmarks: Reproducing Climate-Related NLP Tasks,"['INRIA', 'Telecom Paris']"
911,Exploring Supervised Approaches to the Detection of Anthropomorphic Language in the Reporting of NLP Venues,"['The Manchester Metropolitan University', 'The Manchester Metropolitan University', 'The Manchester Metropolitan University']"
912,PersonaLens: A Benchmark for Personalization Evaluation in Conversational AI Assistants,"['University of Edinburgh, University of Edinburgh', 'Amazon', 'Amazon', 'University of Edinburgh']"
913,iAgent: LLM Agent as a Shield between User and Recommender Systems,"['Rutgers University', 'Ant Group', 'Rutgers University, New Brunswick', 'Rutgers University', 'University of Technology Sydney', 'Rutgers University']"
914,FactLens: Benchmarking Fine-Grained Fact Verification,"['Megagon Labs', 'Megagon Labs', 'Megagon Labs, Megagon Labs and Carnegie Mellon University']"
915,Process-based Self-Rewarding Language Models,"['Microsoft Research Asia', 'Microsoft', 'Nanjing University']"
916,The Devil Is in the Word Alignment Details: On Translation-Based Cross-Lingual Transfer for Token Classification Tasks,"['Bayerische Julius-Maximilians-Universität Würzburg', 'Julius-Maximilians-Universität Würzburg']"
917,ShieldHead: Decoding-time Safeguard for Large Language Models,"['Alibaba Group', 'University of Bath', 'Ant Group', 'Tsinghua University', 'Ant Group']"
918,A Survey on Proactive Defense Strategies Against Misinformation in Large Language Models,"['Tsinghua University', 'Northeast Forest University', 'The Hong Kong University of Science and Technology', 'Ant Group', 'The Hong Kong University of Science and Technology (Guangzhou) and Hong Kong University of Science and Technology']"
919,Smotrom tvoja på ander drogoj verden! Resurrecting Dead Pidgin with Generative Models: Russenorsk Case Study,"['Inworld AI', 'Independent', 'Higher School of Economics', 'Technical University of Applied Sciences Würzburg-Schweinfurt']"
920,PromptCoT: Synthesizing Olympiad-level Problems for Mathematical Reasoning in Large Language Models,"['Ant Research', 'Department of Computer Science, The University of Hong Kong']"
921,Speculative Sampling via Exponential Races,"['Imperial College London', 'Imperial College London']"
922,Going Beyond Your Expectations in Latency Metrics for Simultaneous Speech Translation,"['Universidad Politécnica de Valencia', 'AppTek', 'Universitat de València', 'Universidad Politécnica de Valencia']"
923,Towards a Design Guideline for RPA Evaluation: A Survey of Large Language Model-Based Role-Playing Agents,"['Northeastern University', 'University of California, San Diego', 'University of Notre Dame', 'Northeastern University']"
924,Recursive Question Understanding for Complex Question Answering over Heterogeneous Personal Data,['Max-Planck Institute for Informatics and Max Planck Institute']
925,PreSumm: Predicting Summarization Performance Without Summarizing,"['Mila - Quebec Artificial Intelligence Institute', 'McGill University, Mila Research Institute and Microsoft']"
926,Mixture of Structural-and-Textual Retrieval over Text-rich Graph Knowledge Bases,"['University of Oregon', 'Adobe Research', 'Adobe Systems', 'Michigan State University', 'University of Oregon and Vanderbilt University']"
927,"Fact Recall, Heuristics or Pure Guesswork? Precise Interpretations of Language Models for Fact Completion","['Chalmers University of Technology', 'Chalmers University of Technology', 'Chalmers University of Technology', 'Chalmers University of Technology and Göteborg University', 'Linköping University']"
928,FPE2M2: Approaching Lossless and Efficient Quantization with Native Floating Point,"['Alibaba Group', 'Zhejiang University', 'Alibaba Group', 'Institute of Software, Chinese Academy of Sciences and University of Chinese Academy of Sciences', 'South China University of Technology', 'Alibaba Group', 'Alibaba Group']"
929,Asymmetric Conflict and Synergy in Post-training for LLM-based Multilingual Machine Translation,"['University of Maryland, College Park', 'City University of Hong Kong', 'Department of Computer Science, University of Maryland, College Park']"
930,VISIAR: Empower MLLM for Visual Story Ideation,"['Rutgers University, New Brunswick', 'Adobe Research', 'Adobe Research', 'Adobe Systems', 'Adobe Systems', 'Amazon', 'Rutgers University, New Brunswick', 'Adobe Research', 'Rutgers University']"
931,"Same Company, Same Signal: The Role of Identity in Earnings Call Transcripts","['University of Rochester', 'University of Rochester']"
932,Understanding and Meeting Practitioner Needs When Measuring Representational Harms Caused by LLM-Based Systems,"['Cornell University', 'Research, Microsoft', 'Microsoft', 'Microsoft and Carnegie Mellon University', 'Research, Microsoft', 'Research, Microsoft', 'Microsoft']"
933,Mind the (Belief) Gap: Group Identity in the World of LLMs,['University of Michigan']
934,A General Framework to Enhance Fine-tuning-based LLM Unlearning,"['Amazon and Michigan State University', 'Amazon', 'Amazon', 'Amazon', 'Georgia Institute of Technology', 'Amazon', 'Pennsylvania State University', 'Michigan State University', 'Amazon']"
935,"Right Answer, Wrong Score: Uncovering the Inconsistencies of LLM Evaluation in Multiple-Choice Question Answering","['University of Roma “La Sapienza”', 'University of Roma “La Sapienza”', 'University of Roma “La Sapienza”', 'University of Roma “La Sapienza”', 'Sapienza University of Rome', 'Sapienza University of Rome']"
936,Machine Theory of Mind Needs Machine Validation,"['State University of New York at Stony Brook', 'Stony Brook University']"
937,MiniKV: Pushing the Limits of 2-Bit KV Cache via Compression and System Co-Design for Efficient Long Context Inference,['University of Illinois at Urbana-Champaign']
938,Sci-LoRA: Mixture of Scientific LoRAs for Cross-Domain Lay Paraphrasing,"['eBay Inc.', ', Virginia Polytechnic Institute and State University']"
939,Trick or Neat: Adversarial Ambiguity and Language Model Evaluation,"['Technische Universität Berlin', 'Copenhagen University']"
940,Biases Propagate in Encoder-based Vision-Language Models: A Systematic Analysis From Intrinsic Measures to Zero-shot Retrieval Outcomes,"['Kellogg Community College', 'Carnegie Mellon University', 'University of Washington']"
941,Stepwise Perplexity-Guided Refinement for Efficient Chain-of-Thought Reasoning in Large Language Models,"['Amazon and Michigan State University', 'Michigan State University', 'Georgia Institute of Technology', 'Amazon', 'Amazon', 'Amazon', 'Amazon', 'Amazon', 'Amazon', 'Amazon', 'Pennsylvania State University', 'Michigan State University', 'Michigan State University', 'Amazon']"
942,Can Multimodal Foundation Models Understand Schematic Diagrams? An Empirical Study on Information-Seeking QA over Scientific Papers,"['Yale University', 'Yale University', 'Yale University and Allen Institute for Artificial Intelligence']"
943,MultiChallenge: A Realistic Multi-Turn Conversation Evaluation Benchmark Challenging to Frontier LLMs,"['Scale AI', 'Scale AI', 'Scale AI', 'Scale AI', 'Scale AI', 'Scale AI', 'Scale AI', 'Scale AI', 'Scale AI', 'Scale AI']"
944,Privacy Ripple Effects from Adding or Removing Personal Information in Language Model Training,"['Google', 'Google', 'Northeastern University', 'Google DeepMind']"
945,Safety is Not Only About Refusal: Reasoning-Enhanced Fine-tuning for Interpretable LLM Safety,"['Carnegie Mellon University', 'Carnegie Mellon University']"
946,Is a cute puyfred cute? Context-dependent form-meaning systematicity in LLMs,"['Independent', 'Tilburg University']"
947,MetaSynth: Meta-Prompting-Driven Agentic Scaffolds for Diverse Synthetic Data Generation,"['Amazon', 'Oracle', 'Amazon']"
948,MVTamperBench: Evaluating Robustness of Vision-Language Models,"['Oracle', 'Oracle', 'Oracle', 'TD Securities', 'Oracle', 'Hanyang University', 'Columbia University', 'Santander Holdings USA', 'Hanyang University']"
949,Multimodal Inconsistency Reasoning (MMIR): A New Benchmark for Multimodal Reasoning Models,"['University of California, Santa Cruz', 'University of Michigan - Ann Arbor', 'eBay Inc.', 'eBay Inc.', 'Simular and University of California, Santa Cruz']"
950,Vision-Language Models Struggle to Align Entities across Modalities,"['Universidad del País Vasco', 'Universidad del País Vasco', 'University of the Basque Country']"
951,"A Multi-Labeled Dataset for Indonesian Discourse: Examining Toxicity, Polarization, and Demographics Information","['Monash University', 'Monash University', 'Boston University, Boston University', 'Monash University', 'Mohamed bin Zayed University of Artificial Intelligence', 'Monash University and Boston University']"
952,MedCite: Can Language Models Generate Verifiable Text for Medicine?,"['Microsoft', 'National Institutes of Health', 'University of Illinois at Urbana-Champaign']"
953,Let The Jury Decide: Fair Demonstration Selection for In-Context Learning through Incremental Greedy Evaluation,"['The University of Texas at Dallas', 'Baylor University', 'University of Texas at Dallas', 'University of Florida', 'University of Texas at Dallas', 'University of Texas, Dallas']"
954,The Lies Characters Tell: Utilizing Large Language Models to Normalize Adversarial Unicode Perturbations,"['University of Arizona', 'University of Arizona']"
955,Speech Act Patterns for Improving Generalizability of Explainable Politeness Detection Models,['Bentley University']
956,TReMu: Towards Neuro-Symbolic Temporal Reasoning for LLM-Agents with Memory in Multi-Session Dialogues,"['Amazon', 'Amazon', 'Amazon', 'Amazon', 'Amazon']"
957,Conservative Bias in Large Language Models: Measuring Relation Predictions,"['JPMorgan Chase and Co', 'J.P. Morgan Chase']"
958,Mitigating Bias in RAG: Controlling the Embedder,"['Carnegie Mellon University', 'Carnegie Mellon University', 'Carnegie Mellon University']"
959,V-ALPHASOCIAL: Benchmark and Self-Reflective Chain-of-Thought Generation for Visual Social Commonsense Reasoning,"['University of California, Los Angeles', 'Arizona State University', 'University of California, Los Angeles', 'UCLA Computer Science Department, University of California, Los Angeles', 'University of California, Los Angeles', 'Arizona State University', 'University of California, Los Angeles and Amazon', 'University of California, Los Angeles']"
960,AfroBench: How Good are Large Language Models on African Languages?,"['Lelapa AI', 'The African Research Collective', 'ServiceNow Inc', 'University of Waterloo', 'University College London', 'McGill University']"
961,Training Bilingual LMs with Data Constraints in the Targeted Language,"['Apple', 'Apple', 'Apple', 'Technical University of Denmark, Apple and IT University', 'Apple']"
962,ChartQAPro: A More Diverse and Challenging Benchmark for Chart Question Answering,"['York University and ServiceNow Inc', 'York University', 'Dialpad Inc.', 'Qatar Computing Research Institute', 'York University', 'Nanyang Technological University and SalesForce.com']"
963,From Observation to Understanding: Front-Door Adjustments with Uncertainty Calibration for Enhancing Egocentric Reasoning in LVLMs,"['SalesForce', 'Meituan', 'Meituan', 'University of Electronic Science and Technology of China', 'University of Electronic Science and Technology of China,', 'Tongji University', 'University of Electronic Science and Technology of China']"
964,Hypothetical Documents or Knowledge Leakage? Rethinking LLM-based Query Expansion,"['Soongsil University', 'Adobe Research', 'Soongsil University']"
965,Worse than Random? An Embarrassingly Simple Probing Evaluation of Large Multimodal Models in Medical VQA,"['University of California, Santa Cruz', 'University of California, San Diego and University of Electronic Science and Technology of China', 'Carnegie Mellon University', 'Simular and University of California, Santa Cruz']"
